name,x,y,mag,counts
N/A,681.58,1037.3,N/A,-39720.0
N/A,282.27,1037.3,N/A,-39730.0
N/A,943.84,1037.5,N/A,-39830.0
N/A,256.07,1037.6,N/A,-39860.0
N/A,1249.9,1037.6,N/A,-39900.0
N/A,31.115,1037.5,N/A,-39910.0
N/A,72.14,1037.4,N/A,-39920.0
N/A,402.99,1037.5,N/A,-39950.0
N/A,808.43,1037.3,N/A,-39950.0
N/A,302.1,1037.6,N/A,-39960.0
N/A,480.91,1037.6,N/A,-39970.0
N/A,958.02,1037.6,N/A,-40080.0
N/A,1018.9,1037.5,N/A,-40250.0
N/A,319.4,1037.4,N/A,-40300.0
N/A,411.71,1037.3,N/A,-40320.0
N/A,360.12,1037.3,N/A,-40380.0
N/A,997.29,1037.3,N/A,-40390.0
N/A,143.2,1037.4,N/A,-40400.0
N/A,308.35,1037.4,N/A,-40450.0
N/A,813.86,1037.6,N/A,-40470.0
N/A,198.93,1037.8,N/A,-40490.0
N/A,640.21,1037.5,N/A,-40570.0
N/A,828.19,1037.4,N/A,-40590.0
N/A,658.2,1037.6,N/A,-40630.0
N/A,132.66,1037.5,N/A,-40650.0
N/A,1184.9,1037.6,N/A,-40690.0
N/A,128.85,1037.6,N/A,-40710.0
N/A,323.12,1037.7,N/A,-40780.0
N/A,574.1,1037.7,N/A,-40920.0
N/A,1101.9,1037.5,N/A,-40970.0
N/A,983.7,1037.4,N/A,-41030.0
N/A,987.42,1037.4,N/A,-41030.0
N/A,891.73,1037.4,N/A,-41270.0
N/A,27.219,1037.7,N/A,-41280.0
N/A,240.1,1037.5,N/A,-41340.0
N/A,170.78,1037.6,N/A,-41340.0
N/A,648.68,1037.7,N/A,-41390.0
N/A,1141.2,1037.7,N/A,-41550.0
N/A,841.21,1037.5,N/A,-41610.0
N/A,231.65,1037.5,N/A,-41620.0
N/A,59.554,1037.5,N/A,-41660.0
N/A,1202.2,1037.6,N/A,-41690.0
N/A,525.24,1037.6,N/A,-41690.0
N/A,940.2,1037.5,N/A,-41740.0
N/A,795.03,1037.6,N/A,-41750.0
N/A,551.7,1037.6,N/A,-41770.0
N/A,786.8,1037.5,N/A,-41830.0
N/A,38.53,1037.6,N/A,-41870.0
N/A,593.15,1037.5,N/A,-41910.0
N/A,289.22,1037.6,N/A,-41990.0
N/A,453.12,1037.7,N/A,-42040.0
N/A,802.65,1037.4,N/A,-42160.0
N/A,1130.7,1037.5,N/A,-42330.0
N/A,799.63,1037.4,N/A,-42390.0
N/A,505.53,1037.4,N/A,-42510.0
N/A,912.06,1037.7,N/A,-42570.0
N/A,969.91,1037.7,N/A,-42660.0
N/A,456.23,1037.6,N/A,-42680.0
N/A,635.84,1037.7,N/A,-42780.0
N/A,46.192,1037.8,N/A,-42800.0
N/A,377.21,1037.7,N/A,-43150.0
N/A,1064.3,1037.6,N/A,-43150.0
N/A,415.95,1037.7,N/A,-43320.0
N/A,298.5,1037.6,N/A,-43340.0
N/A,146.83,1037.8,N/A,-43700.0
N/A,555.44,1037.5,N/A,-43750.0
N/A,191.4,1037.5,N/A,-43820.0
N/A,719.09,1037.7,N/A,-43880.0
